Order_ID,Product_ID,User_ID,Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Return_Reason,Days_to_Return,Order_Value,Return_Cost,Profit_Loss,CO2_Emissions,Packaging_Waste,CO2_Saved,Waste_Avoided,REVENUE,DISCOUNT_AMT,Final revenue,MONTH,year,age grp
ORD02798,PROD0156,USER0449,29-11-2023,Clothing,1445.67,4,39.25,Express,COD,64,Female,Cuttack,Returned,Size Issue,41,3513,200,3312.98,1.5,0.8,0,0,5782.68,2269.7,3512.98,November,2023,45+
ORD02799,PROD0328,USER0331,12-08-2022,Home Appliances,1200.88,2,44.53,Standard,Debit Card,30,Male,Rourkela,Not Returned,No Return,0,1332.3,0,1332.26,1,0.4,1,0.4,2401.76,1069.5,1332.26,August,2022,25-34
ORD02800,PROD0353,USER1293,11-02-2022,Electronics,1274.64,2,0.58,Next-Day,Debit Card,64,Male,Ranchi,Not Returned,No Return,0,2534.5,0,2534.49,2,0.4,2,0.4,2549.28,14.79,2534.49,February,2022,45+
ORD02801,PROD0428,USER1499,25-07-2024,Clothing,688.79,3,32.05,Standard,Wallet,35,Female,Jamshedpur,Returned,Changed Mind,22,1404.1,200,1204.1,1,0.6,0,0,2066.37,662.27,1404.1,July,2024,35-44
ORD02802,PROD0160,USER1437,05-04-2022,Electronics,534.48,1,21.44,Express,COD,58,Female,Dhanbad,Not Returned,No Return,0,419.9,0,419.89,1.5,0.2,1.5,0.2,534.48,114.59,419.89,April,2022,45+
ORD02803,PROD0389,USER0395,07-06-2025,Toys,1437.26,3,9.45,Express,Wallet,23,Male,Patna,Not Returned,No Return,0,3904.3,0,3904.32,1.5,0.6,1.5,0.6,4311.78,407.46,3904.32,June,2025,18-24
ORD02804,PROD0034,USER0115,03-06-2024,Electronics,996.72,4,33.6,Express,Credit Card,36,Male,Muzaffarpur,Returned,Defective,24,2647.3,200,2447.29,1.5,0.8,0,0,3986.88,1339.59,2647.29,June,2024,35-44
ORD02805,PROD0153,USER0135,30-08-2022,Toys,1814.08,4,8.94,Express,Credit Card,22,Female,Gaya,Not Returned,No Return,0,6607.6,0,6607.6,1.5,0.8,1.5,0.8,7256.32,648.72,6607.6,August,2022,18-24
ORD02806,PROD0030,USER0920,03-09-2023,Books,1970.52,3,19.56,Next-Day,COD,62,Female,Chandigarh,Not Returned,No Return,0,4755.3,0,4755.26,2,0.6,2,0.6,5911.56,1156.3,4755.26,September,2023,45+
ORD02807,PROD0186,USER1478,21-01-2025,Toys,1529.84,2,48.71,Next-Day,Credit Card,25,Male,Ludhiana,Not Returned,No Return,0,1569.3,0,1569.31,2,0.4,2,0.4,3059.68,1490.37,1569.31,January,2025,25-34
ORD02808,PROD0160,USER0990,16-08-2024,Electronics,420.41,5,19.99,Express,Credit Card,22,Male,Amritsar,Not Returned,No Return,0,1681.9,0,1681.85,1.5,1,1.5,1,2102.05,420.2,1681.85,August,2024,18-24
ORD02809,PROD0066,USER1463,04-05-2022,Electronics,412.46,1,8.85,Standard,Credit Card,51,Female,Jalandhar,Not Returned,No Return,0,376,0,375.96,1,0.2,1,0.2,412.46,36.5,375.96,May,2022,45+
ORD02810,PROD0091,USER1313,12-12-2022,Clothing,237.34,3,48.21,Standard,Credit Card,31,Female,Kochi,Returned,Wrong Item,48,368.8,200,168.76,1,0.6,0,0,712.02,343.26,368.76,December,2022,25-34
ORD02811,PROD0376,USER0020,17-11-2024,Books,235.49,1,19.22,Express,COD,48,Female,Thiruvananthapuram,Not Returned,No Return,0,190.2,0,190.23,1.5,0.2,1.5,0.2,235.49,45.26,190.23,November,2024,45+
ORD02812,PROD0041,USER0589,14-04-2024,Clothing,1558.42,4,20.24,Express,COD,37,Female,Kozhikode,Not Returned,No Return,0,4972,0,4971.98,1.5,0.8,1.5,0.8,6233.68,1261.7,4971.98,April,2024,35-44
ORD02813,PROD0334,USER0411,03-02-2025,Toys,1139.77,3,34.3,Express,Credit Card,42,Female,Thrissur,Not Returned,No Return,0,2246.5,0,2246.49,1.5,0.6,1.5,0.6,3419.31,1172.82,2246.49,February,2025,35-44
ORD02814,PROD0028,USER0329,14-09-2024,Books,1481.87,2,32.41,Next-Day,Debit Card,43,Male,Guwahati,Not Returned,No Return,0,2003.2,0,2003.19,2,0.4,2,0.4,2963.74,960.55,2003.19,September,2024,35-44
ORD02815,PROD0279,USER0235,06-04-2025,Electronics,232.01,4,19.18,Standard,COD,37,Female,Shillong,Not Returned,No Return,0,750,0,750.04,1,0.8,1,0.8,928.04,178,750.04,April,2025,35-44
ORD02816,PROD0170,USER0097,01-04-2025,Electronics,936.93,5,4.07,Express,Wallet,57,Female,Imphal,Returned,Defective,58,4494,200,4293.98,1.5,1,0,0,4684.65,190.67,4493.98,April,2025,45+
ORD02817,PROD0404,USER0591,29-08-2024,Toys,347.28,2,1.89,Next-Day,Wallet,32,Female,Aizawl,Not Returned,No Return,0,681.4,0,681.43,2,0.4,2,0.4,694.56,13.13,681.43,August,2024,25-34
ORD02818,PROD0069,USER0015,15-01-2023,Electronics,277.58,2,11.86,Next-Day,Wallet,34,Male,Itanagar,Not Returned,No Return,0,489.3,0,489.32,2,0.4,2,0.4,555.16,65.84,489.32,January,2023,25-34
ORD02819,PROD0080,USER1848,29-08-2023,Toys,1196.62,1,32.04,Next-Day,COD,23,Male,Panaji,Returned,Changed Mind,47,813.2,200,613.22,2,0.2,0,0,1196.62,383.4,813.22,August,2023,18-24
ORD02820,PROD0284,USER1336,24-06-2022,Electronics,144.79,2,23.75,Next-Day,Wallet,57,Male,Dehradun,Returned,Defective,58,220.8,200,20.8,2,0.4,0,0,289.58,68.78,220.8,June,2022,45+
ORD02821,PROD0327,USER0124,07-08-2025,Books,199.99,4,5.8,Express,Debit Card,49,Female,Shimla,Not Returned,No Return,0,753.6,0,753.56,1.5,0.8,1.5,0.8,799.96,46.4,753.56,August,2025,45+
ORD02822,PROD0281,USER0060,08-07-2024,Clothing,1639.91,5,36.72,Standard,Debit Card,23,Female,Jammu,Not Returned,No Return,0,5188.7,0,5188.68,1,1,1,1,8199.55,3010.87,5188.68,July,2024,18-24
ORD02823,PROD0424,USER1473,06-09-2023,Books,429.68,4,48.01,Next-Day,Credit Card,29,Female,Srinagar,Returned,Wrong Item,33,893.6,200,693.56,2,0.8,0,0,1718.72,825.16,893.56,September,2023,25-34
ORD02824,PROD0481,USER0041,18-12-2022,Electronics,428,1,47.56,Next-Day,COD,63,Female,Mumbai,Not Returned,No Return,0,224.4,0,224.44,2,0.2,2,0.2,428,203.56,224.44,December,2022,45+
ORD02825,PROD0420,USER1196,12-05-2025,Toys,1076.06,3,30.46,Standard,Credit Card,22,Male,Pune,Not Returned,No Return,0,2244.9,0,2244.88,1,0.6,1,0.6,3228.18,983.3,2244.88,May,2025,18-24
ORD02826,PROD0069,USER1958,01-05-2024,Clothing,337.22,3,11.41,Express,Credit Card,21,Male,Nagpur,Not Returned,No Return,0,896.2,0,896.23,1.5,0.6,1.5,0.6,1011.66,115.43,896.23,May,2024,18-24
ORD02827,PROD0258,USER0840,23-12-2023,Clothing,1302.5,2,4.59,Standard,Credit Card,27,Male,Nashik,Returned,Size Issue,20,2485.4,200,2285.43,1,0.4,0,0,2605,119.57,2485.43,December,2023,25-34
ORD02828,PROD0167,USER0769,14-10-2022,Clothing,1297.78,2,11.03,Standard,Wallet,42,Male,Aurangabad,Returned,Size Issue,52,2309.3,200,2109.27,1,0.4,0,0,2595.56,286.29,2309.27,October,2022,35-44
ORD02829,PROD0201,USER1412,30-05-2023,Toys,1582.6,4,18.06,Standard,Debit Card,25,Male,Thane,Returned,Size Issue,38,5187.1,200,4987.13,1,0.8,0,0,6330.4,1143.27,5187.13,May,2023,25-34
ORD02830,PROD0358,USER1416,22-02-2024,Books,731.74,2,10.65,Express,Wallet,60,Male,Delhi,Not Returned,No Return,0,1307.6,0,1307.62,1.5,0.4,1.5,0.4,1463.48,155.86,1307.62,February,2024,45+
ORD02831,PROD0446,USER1393,14-01-2025,Electronics,488.76,2,47.67,Express,Credit Card,47,Female,Noida,Not Returned,No Return,0,511.5,0,511.54,1.5,0.4,1.5,0.4,977.52,465.98,511.54,January,2025,45+
ORD02832,PROD0306,USER0434,07-03-2025,Books,1338.47,2,36.93,Express,Wallet,49,Female,Gurugram,Returned,Changed Mind,37,1688.3,200,1488.35,1.5,0.4,0,0,2676.94,988.59,1688.35,March,2025,45+
ORD02833,PROD0447,USER1215,07-04-2024,Books,1645.28,2,47.84,Next-Day,Credit Card,59,Female,Faridabad,Not Returned,No Return,0,1716.4,0,1716.36,2,0.4,2,0.4,3290.56,1574.2,1716.36,April,2024,45+
ORD02834,PROD0031,USER0481,10-08-2023,Toys,1177.36,5,39.56,Next-Day,COD,21,Male,Ghaziabad,Not Returned,No Return,0,3558,0,3557.98,2,1,2,1,5886.8,2328.82,3557.98,August,2023,18-24
ORD02835,PROD0097,USER0940,29-12-2023,Clothing,509.96,2,39,Standard,COD,22,Male,Bengaluru,Not Returned,No Return,0,622.2,0,622.15,1,0.4,1,0.4,1019.92,397.77,622.15,December,2023,18-24
ORD02836,PROD0119,USER1092,12-11-2022,Clothing,226.38,4,44.17,Standard,Credit Card,57,Male,Mysuru,Returned,Defective,55,505.6,200,305.55,1,0.8,0,0,905.52,399.97,505.55,November,2022,45+
ORD02837,PROD0483,USER1326,25-06-2025,Clothing,815.15,5,24.88,Next-Day,Credit Card,43,Male,Hubli,Returned,Wrong Item,43,3061.7,200,2861.7,2,1,0,0,4075.75,1014.05,3061.7,June,2025,35-44
ORD02838,PROD0218,USER0845,14-11-2022,Books,101.63,1,19.97,Express,Credit Card,31,Female,Mangaluru,Not Returned,No Return,0,81.3,0,81.33,1.5,0.2,1.5,0.2,101.63,20.3,81.33,November,2022,25-34
ORD02839,PROD0039,USER1357,04-01-2023,Clothing,1525.05,4,13.77,Standard,COD,18,Male,Belagavi,Not Returned,No Return,0,5260.2,0,5260.2,1,0.8,1,0.8,6100.2,840,5260.2,January,2023,18-24
ORD02840,PROD0147,USER1068,27-02-2024,Electronics,1462.8,2,44.92,Standard,Credit Card,18,Male,Chennai,Not Returned,No Return,0,1611.4,0,1611.42,1,0.4,1,0.4,2925.6,1314.18,1611.42,February,2024,18-24
ORD02841,PROD0248,USER1797,13-07-2023,Electronics,1200.24,3,13.66,Next-Day,Wallet,47,Male,Coimbatore,Returned,Wrong Item,32,3108.9,200,2908.86,2,0.6,0,0,3600.72,491.86,3108.86,July,2023,45+
ORD02842,PROD0058,USER1310,22-04-2022,Electronics,311.51,3,37.74,Next-Day,Credit Card,33,Male,Madurai,Returned,Wrong Item,12,581.8,200,381.84,2,0.6,0,0,934.53,352.69,581.84,April,2022,25-34
ORD02843,PROD0136,USER0128,30-09-2023,Clothing,867.27,4,25.34,Standard,COD,55,Female,Salem,Returned,Changed Mind,37,2590,200,2390.02,1,0.8,0,0,3469.08,879.06,2590.02,September,2023,45+
ORD02844,PROD0131,USER1040,11-05-2023,Books,1861.03,2,38.68,Next-Day,Wallet,20,Male,Tiruchirappalli,Not Returned,No Return,0,2282.4,0,2282.37,2,0.4,2,0.4,3722.06,1439.69,2282.37,May,2023,18-24
ORD02845,PROD0416,USER0356,17-10-2024,Toys,711.24,3,43.18,Next-Day,COD,29,Female,Hyderabad,Not Returned,No Return,0,1212.4,0,1212.38,2,0.6,2,0.6,2133.72,921.34,1212.38,October,2024,25-34
ORD02846,PROD0138,USER1592,31-03-2023,Home Appliances,1386.09,4,40.75,Express,COD,45,Female,Warangal,Returned,Size Issue,52,3285,200,3085.03,1.5,0.8,0,0,5544.36,2259.33,3285.03,March,2023,45+
ORD02847,PROD0421,USER0402,20-12-2023,Electronics,1456.21,3,11.83,Next-Day,Wallet,20,Female,Karimnagar,Not Returned,No Return,0,3851.8,0,3851.82,2,0.6,2,0.6,4368.63,516.81,3851.82,December,2023,18-24
ORD02848,PROD0139,USER0167,06-05-2022,Clothing,183.67,4,44.14,Standard,Debit Card,46,Female,Nizamabad,Returned,Size Issue,10,410.4,200,210.39,1,0.8,0,0,734.68,324.29,410.39,May,2022,45+
ORD02849,PROD0374,USER1908,25-07-2023,Clothing,1815.28,5,27.85,Standard,COD,25,Female,Vijayawada,Not Returned,No Return,0,6548.6,0,6548.62,1,1,1,1,9076.4,2527.78,6548.62,July,2023,25-34
ORD02850,PROD0096,USER1696,29-10-2024,Home Appliances,1031.19,4,6.85,Next-Day,Debit Card,40,Male,Visakhapatnam,Not Returned,No Return,0,3842.2,0,3842.21,2,0.8,2,0.8,4124.76,282.55,3842.21,October,2024,35-44
ORD02851,PROD0034,USER0539,02-09-2024,Electronics,1606.21,3,1.96,Express,Debit Card,65,Female,Guntur,Returned,Defective,28,4724.2,200,4524.18,1.5,0.6,0,0,4818.63,94.45,4724.18,September,2024,45+
ORD02852,PROD0195,USER1532,09-08-2023,Home Appliances,1513.55,2,31.66,Standard,Debit Card,48,Male,Tirupati,Returned,Changed Mind,27,2068.7,200,1868.72,1,0.4,0,0,3027.1,958.38,2068.72,August,2023,45+
ORD02853,PROD0441,USER1132,10-02-2024,Clothing,1618.94,5,28.72,Express,Wallet,53,Female,Kakinada,Returned,Wrong Item,14,5769.9,200,5569.9,1.5,1,0,0,8094.7,2324.8,5769.9,February,2024,45+
ORD02854,PROD0245,USER0747,18-11-2024,Toys,548.88,2,15.99,Standard,COD,25,Male,Kolkata,Not Returned,No Return,0,922.2,0,922.23,1,0.4,1,0.4,1097.76,175.53,922.23,November,2024,25-34
ORD02855,PROD0002,USER0947,30-07-2022,Toys,939.6,5,4.58,Next-Day,Debit Card,37,Female,Howrah,Not Returned,No Return,0,4482.8,0,4482.83,2,1,2,1,4698,215.17,4482.83,July,2022,35-44
ORD02856,PROD0396,USER1579,04-11-2022,Electronics,1803.66,4,15.53,Standard,Debit Card,52,Male,Siliguri,Not Returned,No Return,0,6094.2,0,6094.21,1,0.8,1,0.8,7214.64,1120.43,6094.21,November,2022,45+
ORD02857,PROD0433,USER0120,26-09-2022,Clothing,267.24,1,1.59,Next-Day,Wallet,63,Male,Durgapur,Not Returned,No Return,0,263,0,262.99,2,0.2,2,0.2,267.24,4.25,262.99,September,2022,45+
ORD02858,PROD0094,USER1410,13-04-2024,Clothing,797.64,3,40.85,Next-Day,Credit Card,59,Male,Asansol,Returned,Size Issue,11,1415.4,200,1215.41,2,0.6,0,0,2392.92,977.51,1415.41,April,2024,45+
ORD02859,PROD0443,USER1362,08-07-2023,Electronics,919.97,4,26.12,Express,COD,60,Female,Ahmedabad,Not Returned,No Return,0,2718.7,0,2718.7,1.5,0.8,1.5,0.8,3679.88,961.18,2718.7,July,2023,45+
ORD02860,PROD0292,USER1736,15-02-2022,Clothing,514.68,2,32.27,Express,Wallet,29,Female,Surat,Returned,Wrong Item,16,697.2,200,497.19,1.5,0.4,0,0,1029.36,332.17,697.19,February,2022,25-34
ORD02861,PROD0097,USER0187,09-03-2024,Home Appliances,1830.82,5,41.3,Standard,Credit Card,44,Female,Vadodara,Returned,Size Issue,10,5373.5,200,5173.46,1,1,0,0,9154.1,3780.64,5373.46,March,2024,35-44
ORD02862,PROD0098,USER0433,16-11-2023,Electronics,643.79,3,43.5,Standard,Wallet,56,Female,Rajkot,Not Returned,No Return,0,1091.2,0,1091.22,1,0.6,1,0.6,1931.37,840.15,1091.22,November,2023,45+
ORD02863,PROD0322,USER1774,28-03-2024,Toys,1551.03,1,43.67,Next-Day,Credit Card,31,Male,Bhavnagar,Not Returned,No Return,0,873.7,0,873.7,2,0.2,2,0.2,1551.03,677.33,873.7,March,2024,25-34
ORD02864,PROD0170,USER0866,27-07-2023,Clothing,1642.7,4,5.99,Next-Day,COD,37,Male,Jaipur,Not Returned,No Return,0,6177.2,0,6177.21,2,0.8,2,0.8,6570.8,393.59,6177.21,July,2023,35-44
ORD02865,PROD0445,USER1196,02-04-2025,Electronics,1582.64,3,1.07,Express,COD,34,Male,Jodhpur,Not Returned,No Return,0,4697.1,0,4697.12,1.5,0.6,1.5,0.6,4747.92,50.8,4697.12,April,2025,25-34
ORD02866,PROD0367,USER0281,02-09-2025,Electronics,1229.93,3,8.1,Express,Credit Card,49,Female,Udaipur,Not Returned,No Return,0,3390.9,0,3390.92,1.5,0.6,1.5,0.6,3689.79,298.87,3390.92,September,2025,45+
ORD02867,PROD0267,USER1825,27-12-2023,Home Appliances,1928.08,5,22.65,Express,COD,30,Male,Kota,Not Returned,No Return,0,7456.8,0,7456.85,1.5,1,1.5,1,9640.4,2183.55,7456.85,December,2023,25-34
ORD02868,PROD0330,USER1063,24-02-2024,Clothing,965.02,3,12.14,Express,Credit Card,49,Female,Ajmer,Returned,Size Issue,10,2543.6,200,2343.6,1.5,0.6,0,0,2895.06,351.46,2543.6,February,2024,45+
ORD02869,PROD0247,USER0385,17-03-2025,Clothing,1742.22,4,32.14,Standard,Debit Card,20,Female,Lucknow,Returned,Defective,37,4729.1,200,4529.08,1,0.8,0,0,6968.88,2239.8,4729.08,March,2025,18-24
ORD02870,PROD0313,USER1987,01-07-2025,Electronics,1414.19,3,35.75,Express,Debit Card,45,Male,Kanpur,Not Returned,No Return,0,2725.9,0,2725.85,1.5,0.6,1.5,0.6,4242.57,1516.72,2725.85,July,2025,45+
ORD02871,PROD0012,USER1970,01-03-2022,Clothing,1355.12,5,4.55,Standard,Debit Card,44,Male,Agra,Not Returned,No Return,0,6467.3,0,6467.31,1,1,1,1,6775.6,308.29,6467.31,March,2022,35-44
ORD02872,PROD0298,USER0551,23-03-2024,Clothing,1328.25,4,11.36,Express,Credit Card,58,Female,Varanasi,Not Returned,No Return,0,4709.4,0,4709.44,1.5,0.8,1.5,0.8,5313,603.56,4709.44,March,2024,45+
ORD02873,PROD0283,USER1239,09-09-2023,Books,1685.24,4,26.6,Standard,Wallet,35,Female,Prayagraj,Not Returned,No Return,0,4947.9,0,4947.86,1,0.8,1,0.8,6740.96,1793.1,4947.86,September,2023,35-44
ORD02874,PROD0264,USER0517,25-05-2023,Electronics,1866.11,4,16.27,Express,Wallet,45,Female,Indore,Not Returned,No Return,0,6250,0,6249.98,1.5,0.8,1.5,0.8,7464.44,1214.46,6249.98,May,2023,45+
ORD02875,PROD0357,USER0729,03-11-2022,Toys,246.02,3,1.92,Standard,Wallet,59,Female,Bhopal,Not Returned,No Return,0,723.9,0,723.89,1,0.6,1,0.6,738.06,14.17,723.89,November,2022,45+
ORD02876,PROD0345,USER0788,25-02-2025,Electronics,1444.92,1,32.18,Express,COD,18,Female,Jabalpur,Not Returned,No Return,0,979.9,0,979.94,1.5,0.2,1.5,0.2,1444.92,464.98,979.94,February,2025,18-24
ORD02877,PROD0356,USER0323,12-11-2024,Electronics,1493.25,1,7.11,Express,Wallet,19,Male,Gwalior,Returned,Changed Mind,60,1387.1,200,1187.08,1.5,0.2,0,0,1493.25,106.17,1387.08,November,2024,18-24
ORD02878,PROD0391,USER1237,15-11-2024,Toys,1688.56,4,20.19,Next-Day,Credit Card,38,Female,Raipur,Not Returned,No Return,0,5390.6,0,5390.56,2,0.8,2,0.8,6754.24,1363.68,5390.56,November,2024,35-44
ORD02879,PROD0463,USER0773,15-07-2025,Toys,151.66,1,16.93,Express,Wallet,33,Female,Bilaspur,Returned,Changed Mind,26,126,200,-74.02,1.5,0.2,0,0,151.66,25.68,125.98,July,2025,25-34
ORD02880,PROD0249,USER0064,06-09-2024,Electronics,752.93,1,36.64,Standard,COD,41,Female,Bhubaneswar,Not Returned,No Return,0,477.1,0,477.06,1,0.2,1,0.2,752.93,275.87,477.06,September,2024,35-44
ORD02881,PROD0048,USER0543,27-01-2022,Clothing,840.31,5,34.25,Next-Day,COD,40,Female,Cuttack,Returned,Defective,34,2762.5,200,2562.52,2,1,0,0,4201.55,1439.03,2762.52,January,2022,35-44
ORD02882,PROD0387,USER0746,03-08-2025,Clothing,985.47,4,9.36,Next-Day,COD,23,Male,Rourkela,Not Returned,No Return,0,3572.9,0,3572.92,2,0.8,2,0.8,3941.88,368.96,3572.92,August,2025,18-24
ORD02883,PROD0165,USER0958,25-02-2025,Home Appliances,1563.68,2,0.38,Express,Debit Card,56,Male,Ranchi,Not Returned,No Return,0,3115.5,0,3115.48,1.5,0.4,1.5,0.4,3127.36,11.88,3115.48,February,2025,45+
ORD02884,PROD0211,USER1061,22-08-2022,Electronics,1681.48,4,8.87,Standard,Wallet,64,Female,Jamshedpur,Not Returned,No Return,0,6129.3,0,6129.33,1,0.8,1,0.8,6725.92,596.59,6129.33,August,2022,45+
ORD02885,PROD0093,USER1191,22-05-2023,Clothing,575.04,5,17.56,Standard,Credit Card,19,Female,Dhanbad,Not Returned,No Return,0,2370.3,0,2370.31,1,1,1,1,2875.2,504.89,2370.31,May,2023,18-24
ORD02886,PROD0362,USER1080,13-02-2024,Electronics,1141.89,5,34.36,Express,COD,26,Male,Patna,Returned,Size Issue,46,3747.7,200,3547.68,1.5,1,0,0,5709.45,1961.77,3747.68,February,2024,25-34
ORD02887,PROD0060,USER1172,09-09-2023,Clothing,1264.99,2,16.78,Standard,COD,41,Female,Muzaffarpur,Not Returned,No Return,0,2105.4,0,2105.45,1,0.4,1,0.4,2529.98,424.53,2105.45,September,2023,35-44
ORD02888,PROD0246,USER1699,15-04-2024,Clothing,666.4,2,1.77,Express,Wallet,63,Male,Gaya,Not Returned,No Return,0,1309.2,0,1309.21,1.5,0.4,1.5,0.4,1332.8,23.59,1309.21,April,2024,45+
ORD02889,PROD0430,USER0226,01-09-2023,Clothing,1571.11,5,27.11,Standard,Wallet,62,Male,Chandigarh,Not Returned,No Return,0,5725.9,0,5725.91,1,1,1,1,7855.55,2129.64,5725.91,September,2023,45+
ORD02890,PROD0064,USER0430,31-10-2022,Toys,1377.72,5,32.96,Standard,COD,40,Male,Ludhiana,Returned,Changed Mind,54,4618.1,200,4418.12,1,1,0,0,6888.6,2270.48,4618.12,October,2022,35-44
ORD02891,PROD0155,USER1564,17-07-2025,Books,1454.31,1,23.99,Express,COD,20,Male,Amritsar,Not Returned,No Return,0,1105.4,0,1105.42,1.5,0.2,1.5,0.2,1454.31,348.89,1105.42,July,2025,18-24
ORD02892,PROD0008,USER0767,12-01-2025,Toys,1255.51,2,39.53,Express,Credit Card,42,Female,Jalandhar,Not Returned,No Return,0,1518.4,0,1518.41,1.5,0.4,1.5,0.4,2511.02,992.61,1518.41,January,2025,35-44
ORD02893,PROD0325,USER0935,07-12-2023,Clothing,1339.37,2,13.37,Standard,Debit Card,38,Female,Kochi,Not Returned,No Return,0,2320.6,0,2320.59,1,0.4,1,0.4,2678.74,358.15,2320.59,December,2023,35-44
ORD02894,PROD0399,USER0888,24-12-2022,Clothing,1867.02,2,49.08,Next-Day,Credit Card,54,Male,Thiruvananthapuram,Not Returned,No Return,0,1901.4,0,1901.37,2,0.4,2,0.4,3734.04,1832.67,1901.37,December,2022,45+
ORD02895,PROD0167,USER0847,15-08-2025,Electronics,1886.41,3,29.48,Standard,COD,25,Male,Kozhikode,Returned,Defective,41,3990.9,200,3790.89,1,0.6,0,0,5659.23,1668.34,3990.89,August,2025,25-34
ORD02896,PROD0357,USER0155,03-07-2025,Clothing,883.51,4,17.1,Express,Debit Card,57,Male,Thrissur,Not Returned,No Return,0,2929.7,0,2929.72,1.5,0.8,1.5,0.8,3534.04,604.32,2929.72,July,2025,45+
ORD02897,PROD0139,USER1270,12-12-2022,Clothing,1841.36,1,24.01,Standard,Debit Card,28,Female,Guwahati,Not Returned,No Return,0,1399.2,0,1399.25,1,0.2,1,0.2,1841.36,442.11,1399.25,December,2022,25-34
ORD02898,PROD0357,USER0401,02-06-2023,Books,1791.26,1,36.39,Standard,Wallet,57,Male,Shillong,Returned,Size Issue,42,1139.4,200,939.42,1,0.2,0,0,1791.26,651.84,1139.42,June,2023,45+
ORD02899,PROD0383,USER0603,17-08-2025,Toys,1775.78,3,22.13,Next-Day,Credit Card,31,Female,Imphal,Not Returned,No Return,0,4148.4,0,4148.4,2,0.6,2,0.6,5327.34,1178.94,4148.4,August,2025,25-34
ORD02900,PROD0482,USER1027,26-06-2024,Clothing,1564.08,1,20.79,Next-Day,COD,28,Male,Aizawl,Not Returned,No Return,0,1238.9,0,1238.91,2,0.2,2,0.2,1564.08,325.17,1238.91,June,2024,25-34
ORD02901,PROD0194,USER0977,28-11-2022,Home Appliances,764.42,1,10.05,Standard,COD,21,Female,Itanagar,Not Returned,No Return,0,687.6,0,687.6,1,0.2,1,0.2,764.42,76.82,687.6,November,2022,18-24
ORD02902,PROD0293,USER0112,25-08-2024,Toys,193.91,3,12.68,Next-Day,COD,21,Male,Panaji,Not Returned,No Return,0,508,0,507.97,2,0.6,2,0.6,581.73,73.76,507.97,August,2024,18-24
ORD02903,PROD0425,USER1370,11-02-2022,Toys,1595.51,3,13.07,Standard,Debit Card,31,Male,Dehradun,Not Returned,No Return,0,4160.9,0,4160.93,1,0.6,1,0.6,4786.53,625.6,4160.93,February,2022,25-34
ORD02904,PROD0124,USER1621,29-10-2022,Home Appliances,1928.24,4,35.21,Express,COD,27,Male,Shimla,Not Returned,No Return,0,4997.2,0,4997.23,1.5,0.8,1.5,0.8,7712.96,2715.73,4997.23,October,2022,25-34
ORD02905,PROD0411,USER0878,25-11-2023,Toys,811.87,1,27.46,Express,Credit Card,34,Male,Jammu,Returned,Wrong Item,16,588.9,200,388.93,1.5,0.2,0,0,811.87,222.94,588.93,November,2023,25-34
ORD02906,PROD0101,USER1953,28-05-2023,Books,1556.37,1,19.24,Next-Day,COD,59,Female,Srinagar,Not Returned,No Return,0,1256.9,0,1256.92,2,0.2,2,0.2,1556.37,299.45,1256.92,May,2023,45+
ORD02907,PROD0085,USER1027,29-08-2023,Clothing,457.84,4,2.39,Standard,Credit Card,38,Male,Mumbai,Returned,Size Issue,44,1787.6,200,1587.59,1,0.8,0,0,1831.36,43.77,1787.59,August,2023,35-44
ORD02908,PROD0319,USER0052,08-09-2022,Books,789.69,4,20.45,Express,Debit Card,54,Male,Pune,Not Returned,No Return,0,2512.8,0,2512.79,1.5,0.8,1.5,0.8,3158.76,645.97,2512.79,September,2022,45+
ORD02909,PROD0388,USER0452,03-06-2022,Electronics,1341.09,1,31.84,Standard,Wallet,25,Male,Nagpur,Returned,Size Issue,42,914.1,200,714.09,1,0.2,0,0,1341.09,427,914.09,June,2022,25-34
ORD02910,PROD0405,USER0972,26-07-2025,Clothing,691.32,2,45.5,Standard,COD,31,Male,Nashik,Returned,Changed Mind,15,753.5,200,553.54,1,0.4,0,0,1382.64,629.1,753.54,July,2025,25-34
ORD02911,PROD0125,USER0861,14-11-2024,Clothing,610.02,4,40.64,Standard,Credit Card,65,Male,Aurangabad,Not Returned,No Return,0,1448.4,0,1448.43,1,0.8,1,0.8,2440.08,991.65,1448.43,November,2024,45+
ORD02912,PROD0032,USER1041,21-07-2025,Clothing,634.83,3,38.8,Standard,COD,60,Male,Thane,Not Returned,No Return,0,1165.5,0,1165.55,1,0.6,1,0.6,1904.49,738.94,1165.55,July,2025,45+
ORD02913,PROD0322,USER1029,01-06-2022,Home Appliances,1810.22,2,29.6,Standard,Debit Card,54,Male,Delhi,Not Returned,No Return,0,2548.8,0,2548.79,1,0.4,1,0.4,3620.44,1071.65,2548.79,June,2022,45+
ORD02914,PROD0022,USER0909,28-07-2022,Clothing,950.96,5,14.33,Standard,COD,49,Female,Noida,Returned,Defective,60,4073.4,200,3873.44,1,1,0,0,4754.8,681.36,4073.44,July,2022,45+
ORD02915,PROD0062,USER1053,24-03-2023,Clothing,159.87,2,2.05,Express,COD,40,Male,Gurugram,Not Returned,No Return,0,313.2,0,313.19,1.5,0.4,1.5,0.4,319.74,6.55,313.19,March,2023,35-44
